date,Terraria,isPartial
2019-01-06,8,False
2019-01-13,8,False
2019-01-20,9,False
2019-01-27,10,False
2019-02-03,8,False
2019-02-10,7,False
2019-02-17,8,False
2019-02-24,6,False
2019-03-03,6,False
2019-03-10,6,False
2019-03-17,6,False
2019-03-24,7,False
2019-03-31,6,False
2019-04-07,8,False
2019-04-14,10,False
2019-04-21,9,False
2019-04-28,8,False
2019-05-05,8,False
2019-05-12,9,False
2019-05-19,9,False
2019-05-26,10,False
2019-06-02,10,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,12,False
2019-06-30,12,False
2019-07-07,12,False
2019-07-14,12,False
2019-07-21,11,False
2019-07-28,10,False
2019-08-04,10,False
2019-08-11,10,False
2019-08-18,9,False
2019-08-25,13,False
2019-09-01,12,False
2019-09-08,10,False
2019-09-15,9,False
2019-09-22,8,False
2019-09-29,7,False
2019-10-06,7,False
2019-10-13,7,False
2019-10-20,7,False
2019-10-27,8,False
2019-11-03,9,False
2019-11-10,9,False
2019-11-17,9,False
2019-11-24,13,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,12,False
2020-01-12,11,False
2020-01-19,11,False
2020-01-26,10,False
2020-02-02,10,False
2020-02-09,10,False
2020-02-16,11,False
2020-02-23,10,False
2020-03-01,9,False
2020-03-08,10,False
2020-03-15,14,False
2020-03-22,15,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,21,False
2020-04-19,20,False
2020-04-26,19,False
2020-05-03,19,False
2020-05-10,30,False
2020-05-17,100,False
2020-05-24,69,False
2020-05-31,49,False
2020-06-07,40,False
2020-06-14,29,False
2020-06-21,25,False
2020-06-28,23,False
2020-07-05,21,False
2020-07-12,20,False
2020-07-19,16,False
2020-07-26,15,False
2020-08-02,14,False
2020-08-09,14,False
2020-08-16,13,False
2020-08-23,13,False
2020-08-30,13,False
2020-09-06,12,False
2020-09-13,11,False
2020-09-20,11,False
2020-09-27,10,False
2020-10-04,10,False
2020-10-11,12,False
2020-10-18,15,False
2020-10-25,14,False
2020-11-01,13,False
2020-11-08,13,False
2020-11-15,13,False
2020-11-22,14,False
2020-11-29,12,False
2020-12-06,12,False
2020-12-13,12,False
2020-12-20,14,False
2020-12-27,16,False
